"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"ramener";0,992;-0,028;-1,041;1,359;-0,445;-0,337
"radio";3,676;-1,512;0,028;-0,369;-0,445;-0,337
"psychiatre";0,229;0,008;0,173;-0,295;-0,356;-0,269
"pratique";-0,718;9,123;-1,041;-0,369;-0,445;-0,337
"pléiade";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"plante";-0,718;0,802;1,838;-0,369;-0,445;-0,337
"plage";-3,128;9,123;0,028;-0,369;-0,445;-0,337
"pièce";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"piste";0,992;-1,512;1,838;-0,369;-0,445;-0,337
"payer";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"passionner";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"partisan";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"participation";-3,128;-1,512;24,206;-0,369;-0,445;-0,337
"paranormal";0,006;3,833;-1,041;-0,369;-0,445;-0,337
"original";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"orient";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"one";-2,5;1,627;3,039;-0,295;-0,356;-0,269
"onclusive";-3,128;3,833;-1,041;8,638;-0,445;-0,337
"océan";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"novembre";-2,5;1,627;0,173;2,069;-0,356;-0,269
"nouvel";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"nature";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"national";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"méthode";-2,5;6,066;0,173;-0,295;-0,356;-0,269
"multiplication";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"montagne";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"mexique";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"media";-2,5;-1,209;0,173;29,186;-0,356;-0,269
"marseille";0,006;-1,512;6,471;-0,369;-0,445;-0,337
"marquer";-0,718;-1,512;13,927;-0,369;-0,445;-0,337
"manu";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"maladie";-3,128;9,123;0,028;-0,369;-0,445;-0,337
"lutte";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"lunaire";0,992;0,802;-1,041;-0,369;-0,445;-0,337
"lola";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"lier";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"lecluyse";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"lavoine";-0,718;9,123;-1,041;-0,369;-0,445;-0,337
"kid";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"khomeiny";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"kantar";-2,5;-1,209;0,173;29,186;-0,356;-0,269
"juillet";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"jeter";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"japon";0,992;0,802;-1,041;-0,369;-0,445;-0,337
"iris";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"intituler";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"interroger";-0,718;0,802;1,838;-0,369;-0,445;-0,337
"interpréter";3,676;-1,512;0,028;-0,369;-0,445;-0,337
"intelligence";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"inexpliqué";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"imminent";0,992;0,802;-1,041;-0,369;-0,445;-0,337
"immense";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"illustration";-3,128;9,123;0,028;-0,369;-0,445;-0,337
"hôpital";0,992;-1,512;1,838;-0,369;-0,445;-0,337
"habiter";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"gueule";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"george";0,992;-0,028;0,028;-0,369;-0,445;-0,337
"gardien";0,992;-0,028;0,028;-0,369;-0,445;-0,337
"gabriel";-0,718;0,802;0,028;1,359;-0,445;-0,337
"fête";-3,128;0,802;1,838;1,359;-0,445;-0,337
"février";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"fragile";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"fournir";3,676;-1,512;0,028;-0,369;-0,445;-0,337
"focus";-2,5;-1,209;-0,832;54,529;-0,356;-0,269
"finir";-0,718;-0,028;6,471;-0,369;-0,445;-0,337
"fillon";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"fbi";0,992;-0,028;0,028;-0,369;-0,445;-0,337
"extrême";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"extraordinaire";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"explosion";-0,718;-0,028;-1,041;22,207;-0,445;-0,337
"explorateur";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"exoplanètes";0,229;-1,209;-0,832;11,7;-0,356;-0,269
"exemple";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"esprit";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"enregistrer";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"enquêteur";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"enquêter";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"enfermer";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"empêcher";0,992;-1,512;0,028;1,359;-0,445;-0,337
"emploi";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"egypte";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"démonstration";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"défier";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"dubini";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"doux";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"doigt";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"documentaire";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"divin";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"distance";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"dimension";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"différence";0,229;0,008;0,173;-0,295;-0,356;-0,269
"deuxième";-3,128;9,123;0,028;-0,369;-0,445;-0,337
"dangereux";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"célibat";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"céleste";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"coulisse";-3,128;0,802;6,471;-0,369;-0,445;-0,337
"continent";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"constater";-0,718;9,123;-1,041;-0,369;-0,445;-0,337
"confronter";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"composer";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"complètement";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"communication";0,992;-0,028;-1,041;1,359;-0,445;-0,337
"commandant";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"co";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"classe";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"chantal";-0,718;3,833;0,028;-0,369;-0,445;-0,337
"champ";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"centaine";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"cause";0,229;0,008;-0,832;2,069;-0,356;-0,269
"castaner";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"carte";-0,718;-1,512;13,927;-0,369;-0,445;-0,337
"carrer";-3,128;16,67;-1,041;-0,369;-0,445;-0,337
"campagne";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"bébé";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"but";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"bureau";-0,718;-1,512;13,927;-0,369;-0,445;-0,337
"bruit";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"brigade";0,006;-1,512;-1,041;22,207;-0,445;-0,337
"belge";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"azem";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"ayatollah";-2,5;-1,209;9,431;2,069;-0,356;-0,269
"avril";-1,874;0,175;0,552;3,302;-0,267;-0,202
"avis";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"avancé";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"astronomie";8,058;-1,512;-1,041;-0,369;-0,445;-0,337
"assurer";-0,718;3,833;0,028;-0,369;-0,445;-0,337
"arefi";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"arabe";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"appareil";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"anthropologue";0,006;3,833;-1,041;-0,369;-0,445;-0,337
"anonyme";0,992;0,802;-1,041;-0,369;-0,445;-0,337
"animateur";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"anglais";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"analyser";3,676;-0,028;-1,041;-0,369;-0,445;-0,337
"amoureux";-0,718;3,833;0,028;-0,369;-0,445;-0,337
"allusion";-0,304;-1,209;0,173;11,7;-0,356;-0,269
"adresse";0,006;0,802;0,028;-0,369;-0,445;-0,337
"abstention";-3,128;-1,512;-1,041;68,216;-0,445;-0,337
"aborder";-3,128;3,833;1,838;-0,369;-0,445;-0,337
"étudiant";-1,874;0,175;0,552;3,302;-0,267;-0,202
"éternel";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"équilibre";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"énorme";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"élite";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"électricité";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"échapper";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"zoom";-2,5;1,627;-0,832;11,7;-0,356;-0,269
"youuse";-2,5;-1,209;-0,832;54,529;-0,356;-0,269
"yeti";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"week_end";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"voisin";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"vision";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"virus";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"version";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"vague";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"us";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"télé";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"type";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"trou";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"tracer";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"terrible";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"terrestre";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"technologique";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"taille";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"ségolène";-0,032;-0,906;0,552;3,302;-0,267;-0,202
"séance";0,229;0,008;0,173;-0,295;-0,356;-0,269
"sylvie";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"surprenant";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"supercherie";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"succession";-0,304;0,008;0,173;2,069;-0,356;-0,269
"stellaire";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"soutenir";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"souhaiter";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"simplement";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"simple";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"signaler";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"seulement";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"scully";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"schi";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"sceptique";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"saveur";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"sauvage";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"samedi";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"rôle";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"révélation";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"réunir";-0,304;-1,209;0,173;11,7;-0,356;-0,269
"récupérer";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"récemment";0,229;0,008;0,173;-0,295;-0,356;-0,269
"russie";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"royal";-0,032;-0,906;0,552;3,302;-0,267;-0,202
"rouch";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"roman";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"rmc";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"ressentir";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"ressembler";0,229;0,008;0,173;-0,295;-0,356;-0,269
"religion";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"rejoindre";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"regarder";-0,304;-1,209;9,431;-0,295;-0,356;-0,269
"regard";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"radar";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"quartier";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"prêtre";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"prêt";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"proximité";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"projeter";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"produit";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"producteur";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"prochain";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"printemps";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"poste";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"population";2,274;-1,209;-0,832;2,069;-0,356;-0,269
"planet";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"placer";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"physicien";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"passage";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"pascal";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"particulièrement";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"palais";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"paix";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"oublier";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"oser";0,229;0,008;0,173;-0,295;-0,356;-0,269
"olaf";-0,304;-1,209;0,173;11,7;-0,356;-0,269
"officiel";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"oeuvre";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"obliger";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"nourriture";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"normal";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"niveau";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"net";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"ness";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"neil";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"nazca";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"mêler";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"méchant";-2,5;0,008;9,431;-0,295;-0,356;-0,269
"mr";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"mourir";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"morning";-1,874;-0,906;-0,624;40,864;-0,267;-0,202
"morceau";-0,032;0,175;-0,624;3,302;-0,267;-0,202
"mont";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"minus";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"mimosa";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"mercier";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"matériel";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"mathieu";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"marque";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"manipuler";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"manifester";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"luxe";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"lourd";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"louise";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"louange";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"langue";0,229;0,008;0,173;-0,295;-0,356;-0,269
"kidnapper";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"joël";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"john";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"invisible";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"inhabituel";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"ingénieur";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"indice";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"impossible";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"immortel";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"imion";-2,5;0,008;9,431;-0,295;-0,356;-0,269
"imaginaire";0,229;0,008;0,173;-0,295;-0,356;-0,269
"illustrer";-2,5;6,066;0,173;-0,295;-0,356;-0,269
"identique";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"humoristique";-1,874;-0,906;5,177;3,302;-0,267;-0,202
"hommage";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"heureux";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"henry";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"henri";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"hasard";2,274;-1,209;-0,832;2,069;-0,356;-0,269
"hanter";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"géoglyphes";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"générique";-1,874;0,175;-0,624;16,85;-0,267;-0,202
"guider";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"gros";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"globe";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"gigantesque";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"genre";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"fruit";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"frontière";-0,304;-1,209;0,173;11,7;-0,356;-0,269
"former";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"foot";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"fonds";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"fond";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"faux";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"faciliter";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"exploser";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"evanno";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"etc";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"entreprise";-2,5;1,627;3,039;-0,295;-0,356;-0,269
"enseigner";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"enceinte";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"empreinte";2,274;-1,209;0,173;-0,295;-0,356;-0,269
"développement";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"détailler";-0,304;6,066;-0,832;-0,295;-0,356;-0,269
"département";-0,304;0,008;0,173;2,069;-0,356;-0,269
"défi";-1,874;0,175;0,552;3,302;-0,267;-0,202
"décryptage";-2,5;6,066;0,173;-0,295;-0,356;-0,269
"décoder";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"déchiffrer";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"décembre";0,229;-1,209;0,173;2,069;-0,356;-0,269
"débris";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"duel";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"dreyfus";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"doter";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"dizaine";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"diviser";1,017;-0,906;-0,624;3,302;-0,267;-0,202
"disséminer";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"dessiner";-2,5;1,627;3,039;-0,295;-0,356;-0,269
"desagnat";-2,5;-1,209;-0,832;54,529;-0,356;-0,269
"culturel";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"course";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"couper";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"cosmique";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"conserver";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"connecter";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"conférence";-2,5;-1,209;19,349;-0,295;-0,356;-0,269
"confier";-0,304;0,008;3,039;-0,295;-0,356;-0,269
"conduire";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"composition";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"complot";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"coin";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"club";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"clash";-2,5;0,008;9,431;-0,295;-0,356;-0,269
"citoyen";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"cirou";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"chili";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"charlotte";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"chanter";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"capturer";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"broch";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"britannique";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"bref";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"brack";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"boris";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"boiter";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"blessure";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"black";0,229;-1,209;3,039;-0,295;-0,356;-0,269
"big_bang";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"big";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"biais";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"beccaro";-2,5;13,325;-0,832;-0,295;-0,356;-0,269
"bayrou";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"barthès";-2,5;0,008;3,039;2,069;-0,356;-0,269
"banque";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"avancée";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"arme";6,441;-1,209;-0,832;-0,295;-0,356;-0,269
"apprêter";0,229;0,008;0,173;-0,295;-0,356;-0,269
"appartement";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"anna";2,274;0,008;-0,832;-0,295;-0,356;-0,269
"angela";0,229;-1,209;-0,832;11,7;-0,356;-0,269
"amy";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"amener";-0,304;1,627;0,173;-0,295;-0,356;-0,269
"allemagne";-2,5;-1,209;-0,832;54,529;-0,356;-0,269
"affirmation";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"acheter";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"1ère";0,229;1,627;-0,832;-0,295;-0,356;-0,269
"épais";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"éjonatown";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"économique";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"échelle";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"zapping";-1,874;0,175;5,177;-0,221;-0,267;-0,202
"yéti";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"william";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"we";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"vétérinaire";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"vérif";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"véhicule";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"voie";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"vivant";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"vallée";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"unique";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"télescope";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"trump";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"transe";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"total";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"thévenot";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"terrain";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"terme";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"technopolis";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"talent";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"séparer";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"sénateur";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"sébastien";-1,874;-0,906;5,177;3,302;-0,267;-0,202
"synthèse";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"surprendre";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"supergirl";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"sud_ouest";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"studio";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"steven";-1,874;0,175;0,552;3,302;-0,267;-0,202
"sphère";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"souterrain";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"souligner";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"soulever";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"sortie";-1,874;0,175;-0,624;16,85;-0,267;-0,202
"soin";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"sevan";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"session";-1,874;-0,906;14,5;-0,221;-0,267;-0,202
"serpent";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"semer";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"scandale";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"saison";-1,874;0,175;0,552;3,302;-0,267;-0,202
"résoudre";-0,032;0,175;0,552;-0,221;-0,267;-0,202
"répéter";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"régulièrement";1,017;0,175;-0,624;-0,221;-0,267;-0,202
"réfugier";-0,032;-0,906;5,177;-0,221;-0,267;-0,202
"rédaction";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"réchauffement";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"réaction";-1,874;3,202;0,552;-0,221;-0,267;-0,202
"russe";-1,874;3,202;-0,624;3,302;-0,267;-0,202
"royaume";1,017;-0,906;0,552;-0,221;-0,267;-0,202
"roux";-1,874;9,986;-0,624;-0,221;-0,267;-0,202
"route";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"rire";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"rice";-1,874;3,202;-0,624;3,302;-0,267;-0,202
"retraite";-0,032;3,202;-0,624;-0,221;-0,267;-0,202
"res";4,827;-0,906;-0,624;-0,221;-0,267;-0,202
"représentation";1,017;-0,906;0,552;-0,221;-0,267;-0,202
