"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12"
"104";0;0;0;0;0;0;0;0;0;0;0;0
"105";0;0;0;0;0;0;0;0;0;0;0;0
"106";0;0;0;0;0;0;0;0;0;0;0;0
"107";0;0;0;0;0;0;0;0;0;0;0;0
"108";0;0;0;0;0;0;0;0;0;0;0;1
"109";0;0;0;0;0;0;0;0;0;0;0;0
"110";0;0;0;0;0;0;0;0;0;0;0;0
"111";0;0;0;0;0;0;0;0;0;0;0;0
"112";0;0;0;0;0;0;0;0;0;0;0;0
"113";0;0;0;0;0;0;0;0;0;0;0;0
"114";0;0;0;0;0;0;0;0;0;0;0;0
"115";0;0;0;0;0;0;0;0;0;0;0;0
"116";0;0;0;0;0;0;0;0;0;0;0;0
"117";0;0;0;0;0;0;0;0;0;0;0;2
"118";0;0;0;0;0;0;0;0;0;0;0;2
"119";0;0;0;0;0;0;0;0;0;0;0;2
"120";0;0;0;0;0;0;0;0;0;0;0;2
"121";0;0;0;0;0;0;0;0;0;0;0;2
"122";0;0;0;0;0;0;0;0;0;0;0;2
"123";0;0;0;0;0;0;0;0;0;0;0;2
"124";0;0;0;0;0;0;0;0;0;0;0;2
"125";0;0;0;0;0;0;0;0;0;0;0;2
"126";0;0;0;0;0;0;0;0;0;0;0;2
"127";0;0;0;0;0;0;0;0;0;0;0;2
"128";0;0;0;0;0;0;0;0;0;0;0;2
"129";0;0;0;0;0;0;0;0;0;0;0;2
"130";0;0;0;0;0;0;0;0;0;0;0;2
"131";0;0;0;0;0;0;0;0;0;0;0;2
"132";0;0;0;0;0;0;0;0;0;0;0;2
"133";0;0;0;0;0;0;0;0;0;0;0;2
"134";0;0;0;0;0;0;0;0;0;0;0;2
"135";0;0;0;0;0;0;0;0;0;0;0;2
"136";0;0;0;0;0;0;0;0;0;0;0;2
"137";0;0;0;0;0;0;0;0;0;0;0;2
"138";0;0;0;0;0;0;0;0;0;0;0;2
"139";0;0;0;0;0;0;0;0;0;0;0;2
"140";0;0;0;0;0;0;0;0;0;0;0;1
"141";0;0;0;0;0;0;0;0;0;0;0;1
"142";0;0;0;0;0;0;0;0;0;0;0;2
"143";0;0;0;0;0;0;0;0;0;0;0;1
"144";0;0;0;0;0;0;0;0;0;0;0;2
"145";0;0;0;0;0;0;0;0;0;0;0;1
"146";0;0;0;0;0;0;0;0;0;0;0;1
"147";0;0;0;0;0;0;0;0;0;0;0;2
"148";0;0;0;0;0;0;0;0;0;0;0;2
"149";0;0;0;0;0;0;0;0;0;0;0;2
"150";0;0;0;0;0;0;0;0;0;0;0;2
"151";0;0;0;0;0;0;0;0;0;0;0;2
"152";0;0;0;0;0;0;0;0;0;0;0;2
"153";0;0;0;0;0;0;0;0;0;0;0;1
"154";0;0;0;0;0;0;0;0;0;0;0;2
"155";0;0;0;0;0;0;0;0;0;0;0;1
"156";0;0;0;0;0;0;0;0;0;0;0;2
"157";0;0;0;0;0;0;0;0;0;0;0;2
"158";0;0;0;0;0;0;0;0;0;0;0;1
"159";0;0;0;0;0;0;0;0;0;0;0;1
"160";0;0;0;0;0;0;0;0;0;0;0;1
"161";0;0;0;0;0;0;0;0;0;0;0;2
"162";0;0;0;0;0;0;0;0;0;0;0;2
"163";0;0;0;0;0;0;0;0;0;0;0;2
"164";0;0;0;0;0;0;0;0;0;0;0;2
"165";0;0;0;0;0;0;0;0;0;0;0;2
"166";0;0;0;0;0;0;0;0;0;0;0;2
"167";0;0;0;0;0;0;0;0;0;0;0;2
"168";0;0;0;0;0;0;0;0;0;0;0;2
"169";0;0;0;0;0;0;0;0;0;0;0;1
"170";0;0;0;0;0;0;0;0;0;0;0;2
"171";0;0;0;0;0;0;0;0;0;0;0;2
"172";0;0;0;0;0;0;0;0;0;0;0;2
"173";0;0;0;0;0;0;0;0;0;0;0;2
"174";0;0;0;0;0;0;0;0;0;0;0;0
"175";0;0;0;0;0;0;0;0;0;0;0;2
"176";0;0;0;0;0;0;0;0;0;0;0;2
"177";0;0;0;0;0;0;0;0;0;0;0;2
"178";0;0;0;0;0;0;0;0;0;0;0;2
"179";0;0;0;0;0;0;0;0;0;0;0;1
"180";0;0;0;0;0;0;0;0;0;0;0;1
"181";0;0;0;0;0;0;0;0;0;0;0;1
"182";0;0;0;0;0;0;0;0;0;0;0;1
"183";0;0;0;0;0;0;0;0;0;0;0;1
"184";0;0;0;0;0;0;0;0;0;0;0;1
"185";0;0;0;0;0;0;0;0;0;0;0;1
"186";0;0;0;0;0;0;0;0;0;0;0;1
"187";0;0;0;0;0;0;0;0;0;0;0;1
"188";0;0;0;0;0;0;0;0;0;0;0;1
"189";0;0;0;0;0;0;0;0;0;0;0;1
"190";0;0;0;0;0;0;0;0;0;0;0;2
"191";0;0;0;0;0;0;0;0;0;0;0;1
"192";0;0;0;0;0;0;0;0;0;0;0;1
"193";0;0;0;0;0;0;0;0;0;0;0;1
"194";0;0;0;0;0;0;0;0;0;0;0;1
"195";0;0;0;0;0;0;0;0;0;0;0;1
"196";0;0;0;0;0;0;0;0;0;0;0;1
"197";0;0;0;0;0;0;0;0;0;0;0;2
"198";0;0;0;0;0;0;0;0;0;0;0;1
"199";0;0;0;0;0;0;0;0;0;0;0;1
"200";0;0;0;0;0;0;0;0;0;0;0;2
"201";0;0;0;0;0;0;0;0;0;0;0;2
"202";0;0;0;0;0;0;0;0;0;0;0;2
"203";0;0;0;0;0;0;0;0;0;0;0;0
"204";0;0;0;0;0;0;0;0;0;0;0;0
"205";0;0;0;0;0;0;0;0;0;0;0;0
"206";0;0;0;0;0;0;0;0;0;0;0;0
"207";0;0;0;0;0;0;0;0;0;0;0;0
"208";0;0;0;0;0;0;0;0;0;0;0;0
"209";0;0;0;0;0;0;0;0;0;0;0;0
"210";0;0;0;0;0;0;0;0;0;0;0;0
"211";0;0;0;0;0;0;0;0;0;0;0;0
"212";0;0;0;0;0;0;0;0;0;0;0;0
"213";0;0;0;0;0;0;0;0;0;0;0;0
"214";0;0;0;0;0;0;0;0;0;0;0;0
"215";0;0;0;0;0;0;0;0;0;0;0;0
"216";0;0;0;0;0;0;0;0;0;0;0;0
"217";0;0;0;0;0;0;0;0;0;0;0;0
"218";0;0;0;0;0;0;0;0;0;0;0;0
"219";0;0;0;0;0;0;0;0;0;0;0;0
"220";0;0;0;0;0;0;0;0;0;0;0;0
"221";0;0;0;0;0;0;0;0;0;0;0;0
"222";0;0;0;0;0;0;0;0;0;0;0;0
"223";0;0;0;0;0;0;0;0;0;0;0;0
"224";0;0;0;0;0;0;0;0;0;0;0;0
"225";0;0;0;0;0;0;0;0;0;0;0;0
"226";0;0;0;0;0;0;0;0;0;0;0;0
"227";0;0;0;0;0;0;0;0;0;0;0;0
"228";0;0;0;0;0;0;0;0;0;0;0;0
"229";0;0;0;0;0;0;0;0;0;0;0;0
"230";0;0;0;0;0;0;0;0;0;0;0;0
"231";0;0;0;0;0;0;0;0;0;0;0;0
"232";0;0;0;0;0;0;0;0;0;0;0;0
"233";0;0;0;0;0;0;0;0;0;0;0;0
"234";0;0;0;0;0;0;0;0;0;0;0;0
"235";0;0;0;0;0;0;0;0;0;0;0;0
"236";0;0;0;0;0;0;0;0;0;0;0;0
"237";0;0;0;0;0;0;0;0;0;0;0;0
"238";0;0;0;0;0;0;0;0;0;0;0;0
"239";0;0;0;0;0;0;0;0;0;0;0;2
"240";0;0;0;0;0;0;0;0;0;0;0;1
"241";0;0;0;0;0;0;0;0;0;0;0;0
"242";0;0;0;0;0;0;0;0;0;0;0;0
"243";0;0;0;0;0;0;0;0;0;0;0;0
"244";0;0;0;0;0;0;0;0;0;0;0;0
"245";0;0;0;0;0;0;0;0;0;0;0;0
"246";0;0;0;0;0;0;0;0;0;0;0;0
"247";0;0;0;0;0;0;0;0;0;0;0;0
"248";0;0;0;0;0;0;0;0;0;0;0;0
"249";0;0;0;0;0;0;0;0;0;0;0;0
"250";0;0;0;0;0;0;0;0;0;0;0;0
"251";0;0;0;0;0;0;0;0;0;0;0;0
"252";0;0;0;0;0;0;0;0;0;0;0;0
"253";0;0;0;0;0;0;0;0;0;0;0;2
"254";0;0;0;0;0;0;0;0;0;0;0;2
"255";0;0;0;0;0;0;0;0;0;0;0;2
"256";0;0;0;0;0;0;0;0;0;0;0;2
"257";0;0;0;0;0;0;0;0;0;0;0;2
"258";0;0;0;0;0;0;0;0;0;0;0;2
"259";0;0;0;0;0;0;0;0;0;0;0;2
"260";0;0;0;0;0;0;0;0;0;0;0;2
"261";0;0;0;0;0;0;0;0;0;0;0;2
"262";0;0;0;0;0;0;0;0;0;0;0;0
"263";0;0;0;0;0;0;0;0;0;0;0;0
"264";0;0;0;0;0;0;0;0;0;0;0;0
"265";0;0;0;0;0;0;0;0;0;0;0;0
"266";0;0;0;0;0;0;0;0;0;0;0;0
"267";0;0;0;0;0;0;0;0;0;0;0;0
"268";0;0;0;0;0;0;0;0;0;0;0;0
"269";0;0;0;0;0;0;0;0;0;0;0;0
"270";0;0;0;0;0;0;0;0;0;0;0;2
"271";0;0;0;0;0;0;0;0;0;0;0;2
"272";0;0;0;0;0;0;0;0;0;0;0;2
"273";0;0;0;0;0;0;0;0;0;0;0;2
"274";0;0;0;0;0;0;0;0;0;0;0;1
"275";0;0;0;0;0;0;0;0;0;0;0;1
"276";0;0;0;0;0;0;0;0;0;0;0;0
"277";0;0;0;0;0;0;0;0;0;0;0;1
"278";0;0;0;0;0;0;0;0;0;0;0;1
"279";0;0;0;0;0;0;0;0;0;0;0;0
"280";0;0;0;0;0;0;0;0;0;0;0;0
"281";0;0;0;0;0;0;0;0;0;0;0;0
"282";0;0;0;0;0;0;0;0;0;0;0;0
"283";0;0;0;0;0;0;0;0;0;0;0;1
"284";0;0;0;0;0;0;0;0;0;0;0;0
"285";0;0;0;0;0;0;0;0;0;0;0;0
"286";0;0;0;0;0;0;0;0;0;0;0;0
"287";0;0;0;0;0;0;0;0;0;0;0;0
"288";0;0;0;0;0;0;0;0;0;0;0;0
"289";0;0;0;0;0;0;0;0;0;0;0;0
"290";0;0;0;0;0;0;0;0;0;0;0;0
"291";0;0;0;0;0;0;0;0;0;0;0;0
"292";0;0;0;0;0;0;0;0;0;0;0;1
"293";0;0;0;0;0;0;0;0;0;0;0;0
"294";0;0;0;0;0;0;0;0;0;0;0;0
"295";0;0;0;0;0;0;0;0;0;0;0;0
"296";0;0;0;0;0;0;0;0;0;0;0;1
"297";0;0;0;0;0;0;0;0;0;0;0;0
"298";0;0;0;0;0;0;0;0;0;0;0;1
"299";0;0;0;0;0;0;0;0;0;0;0;0
"300";0;0;0;0;0;0;0;0;0;0;0;0
"301";0;0;0;0;0;0;0;0;0;0;0;1
"302";0;0;0;0;0;0;0;0;0;0;0;0
"303";0;0;0;0;0;0;0;0;0;0;0;0
"304";0;0;0;0;0;0;0;0;0;0;0;0
"305";0;0;0;0;0;0;0;0;0;0;0;1
"306";0;0;0;0;0;0;0;0;0;0;0;1
"307";0;0;0;0;0;0;0;0;0;0;0;2
"308";0;0;0;0;0;0;0;0;0;0;0;2
"309";0;0;0;0;0;0;0;0;0;0;0;1
"310";0;0;0;0;0;0;0;0;0;0;0;1
"311";0;0;0;0;0;0;0;0;0;0;0;1
"312";0;0;0;0;0;0;0;0;0;0;0;1
"313";0;0;0;0;0;0;0;0;0;0;0;1
"314";0;0;0;0;0;0;0;0;0;0;0;1
"315";0;0;0;0;0;0;0;0;0;0;0;0
"316";0;0;0;0;0;0;0;0;0;0;0;0
"317";0;0;0;0;0;0;0;0;0;0;0;1
"318";0;0;0;0;0;0;0;0;0;0;0;0
"319";0;0;0;0;0;0;0;0;0;0;0;0
"320";0;0;0;0;0;0;0;0;0;0;0;1
"321";0;0;0;0;0;0;0;0;0;0;0;1
"322";0;0;0;0;0;0;0;0;0;0;0;2
"323";0;0;0;0;0;0;0;0;0;0;0;1
"324";0;0;0;0;0;0;0;0;0;0;0;0
"325";0;0;0;0;0;0;0;0;0;0;0;0
"326";0;0;0;0;0;0;0;0;0;0;0;1
"327";0;0;0;0;0;0;0;0;0;0;0;1
"328";0;0;0;0;0;0;0;0;0;0;0;0
"329";0;0;0;0;0;0;0;0;0;0;0;0
"330";0;0;0;0;0;0;0;0;0;0;0;1
"331";0;0;0;0;0;0;0;0;0;0;0;0
"332";0;0;0;0;0;0;0;0;0;0;0;1
"333";0;0;0;0;0;0;0;0;0;0;0;0
"334";0;0;0;0;0;0;0;0;0;0;0;0
"335";0;0;0;0;0;0;0;0;0;0;0;0
"336";0;0;0;0;0;0;0;0;0;0;0;0
"337";0;0;0;0;0;0;0;0;0;0;0;0
"338";0;0;0;0;0;0;0;0;0;0;0;0
"339";0;0;0;0;0;0;0;0;0;0;0;1
"340";0;0;0;0;0;0;0;0;0;0;0;0
"341";0;0;0;0;0;0;0;0;0;0;0;0
"342";0;0;0;0;0;0;0;0;0;0;0;0
"343";0;0;0;0;0;0;0;0;0;0;0;0
"344";0;0;0;0;0;0;0;0;0;0;0;0
"345";0;0;0;0;0;0;0;0;0;0;0;0
"346";0;0;0;0;0;0;0;0;0;0;0;0
"347";0;0;0;0;0;0;0;0;0;0;0;0
"348";0;0;0;0;0;0;0;0;0;0;0;0
"349";0;0;0;0;0;0;0;0;0;0;0;0
"350";0;0;0;0;0;0;0;0;0;0;0;0
"351";0;0;0;0;0;0;0;0;0;0;0;1
"352";0;0;0;0;0;0;0;0;0;0;0;0
"353";0;0;0;0;0;0;0;0;0;0;0;0
"354";0;0;0;0;0;0;0;0;0;0;0;0
"355";0;0;0;0;0;0;0;0;0;0;0;0
"356";0;0;0;0;0;0;0;0;0;0;0;0
"357";0;0;0;0;0;0;0;0;0;0;0;0
"358";0;0;0;0;0;0;0;0;0;0;0;0
"359";0;0;0;0;0;0;0;0;0;0;0;0
"360";0;0;0;0;0;0;0;0;0;0;0;0
"361";0;0;0;0;0;0;0;0;0;0;0;0
"362";0;0;0;0;0;0;0;0;0;0;0;0
"363";0;0;0;0;0;0;0;0;0;0;0;0
"364";0;0;0;0;0;0;0;0;0;0;0;0
"365";0;0;0;0;0;0;0;0;0;0;0;0
"366";0;0;0;0;0;0;0;0;0;0;0;0
"367";0;0;0;0;0;0;0;0;0;0;0;1
"368";0;0;0;0;0;0;0;0;0;0;0;0
"369";0;0;0;0;0;0;0;0;0;0;0;0
"370";0;0;0;0;0;0;0;0;0;0;0;0
"371";0;0;0;0;0;0;0;0;0;0;0;0
"372";0;0;0;0;0;0;0;0;0;0;0;0
"373";0;0;0;0;0;0;0;0;0;0;0;0
"374";0;0;0;0;0;0;0;0;0;0;0;0
"375";0;0;0;0;0;0;0;0;0;0;0;0
"376";0;0;0;0;0;0;0;0;0;0;0;0
"377";0;0;0;0;0;0;0;0;0;0;0;0
"378";0;0;0;0;0;0;0;0;0;0;0;0
"379";0;0;0;0;0;0;0;0;0;0;0;0
"380";0;0;0;0;0;0;0;0;0;0;0;0
"381";0;0;0;0;0;0;0;0;0;0;0;0
"382";0;0;0;0;0;0;0;0;0;0;0;0
"383";0;0;0;0;0;0;0;0;0;0;0;0
"384";0;0;0;0;0;0;0;0;0;0;0;0
"385";0;0;0;0;0;0;0;0;0;0;0;0
"386";0;0;0;0;0;0;0;0;0;0;0;0
"387";0;0;0;0;0;0;0;0;0;0;0;0
"388";0;0;0;0;0;0;0;0;0;0;0;0
"389";0;0;0;0;0;0;0;0;0;0;0;0
"390";0;0;0;0;0;0;0;0;0;0;0;0
"391";0;0;0;0;0;0;0;0;0;0;0;0
"392";0;0;0;0;0;0;0;0;0;0;0;0
"393";0;0;0;0;0;0;0;0;0;0;0;0
"394";0;0;0;0;0;0;0;0;0;0;0;0
"395";0;0;0;0;0;0;0;0;0;0;0;0
"396";0;0;0;0;0;0;0;0;0;0;0;0
"397";0;0;0;0;0;0;0;0;0;0;0;0
"398";0;0;0;0;0;0;0;0;0;0;0;0
"399";0;0;0;0;0;0;0;0;0;0;0;0
"400";0;0;0;0;0;0;0;0;0;0;0;0
"401";0;0;0;0;0;0;0;0;0;0;0;0
"402";0;0;0;0;0;0;0;0;0;0;0;0
"403";0;0;0;0;0;0;0;0;0;0;0;0
"404";0;0;0;0;0;0;0;0;0;0;0;0
"405";0;0;0;0;0;0;0;0;0;0;0;0
"406";0;0;0;0;0;0;0;0;0;0;0;0
"407";0;0;0;0;0;0;0;0;0;0;0;0
"408";0;0;0;0;0;0;0;0;0;0;0;0
"409";0;0;0;0;0;0;0;0;0;0;0;0
"410";0;0;0;0;0;0;0;0;0;0;0;0
"411";0;0;0;0;0;0;0;0;0;0;0;0
"412";0;0;0;0;0;0;0;0;0;0;0;0
"413";0;0;0;0;0;0;0;0;0;0;0;0
"414";0;0;0;0;0;0;0;0;0;0;0;0
"415";0;0;0;0;0;0;0;0;0;0;0;0
"416";0;0;0;0;0;0;0;0;0;0;0;0
"417";0;0;0;0;0;0;0;0;0;0;0;0
"418";0;0;0;0;0;0;0;0;0;0;0;0
"419";0;0;0;0;0;0;0;0;0;0;0;0
"420";0;0;0;0;0;0;0;0;0;0;0;0
"421";0;0;0;0;0;0;0;0;0;0;0;0
"422";0;0;0;0;0;0;0;0;0;0;0;0
"423";0;0;0;0;0;0;0;0;0;0;0;0
"424";0;0;0;0;0;0;0;0;0;0;0;0
"425";0;0;0;0;0;0;0;0;0;0;0;0
"426";0;0;0;0;0;0;0;0;0;0;0;0
"427";0;0;0;0;0;0;0;0;0;0;0;0
"428";0;0;0;0;0;0;0;0;0;0;0;0
"429";0;0;0;0;0;0;0;0;0;0;0;1
"430";0;0;0;0;0;0;0;0;0;0;0;1
"431";0;0;0;0;0;0;0;0;0;0;0;1
"432";0;0;0;0;0;0;0;0;0;0;0;1
"433";0;0;0;0;0;0;0;0;0;0;0;1
"434";0;0;0;0;0;0;0;0;0;0;0;1
"435";0;0;0;0;0;0;0;0;0;0;0;1
"436";0;0;0;0;0;0;0;0;0;0;0;1
"437";0;0;0;0;0;0;0;0;0;0;0;1
"438";0;0;0;0;0;0;0;0;0;0;0;0
"439";0;0;0;0;0;0;0;0;0;0;0;0
"440";0;0;0;0;0;0;0;0;0;0;0;0
"441";0;0;0;0;0;0;0;0;0;0;0;0
"442";0;0;0;0;0;0;0;0;0;0;0;0
"443";0;0;0;0;0;0;0;0;0;0;0;0
"444";0;0;0;0;0;0;0;0;0;0;0;0
"445";0;0;0;0;0;0;0;0;0;0;0;0
"446";0;0;0;0;0;0;0;0;0;0;0;0
"447";0;0;0;0;0;0;0;0;0;0;0;0
"448";0;0;0;0;0;0;0;0;0;0;0;0
"449";0;0;0;0;0;0;0;0;0;0;0;0
"450";0;0;0;0;0;0;0;0;0;0;0;0
"451";0;0;0;0;0;0;0;0;0;0;0;2
"452";0;0;0;0;0;0;0;0;0;0;0;2
"453";0;0;0;0;0;0;0;0;0;0;0;2
"454";0;0;0;0;0;0;0;0;0;0;0;2
"455";0;0;0;0;0;0;0;0;0;0;0;1
"456";0;0;0;0;0;0;0;0;0;0;0;1
"457";0;0;0;0;0;0;0;0;0;0;0;2
"458";0;0;0;0;0;0;0;0;0;0;0;2
"459";0;0;0;0;0;0;0;0;0;0;0;2
"460";0;0;0;0;0;0;0;0;0;0;0;2
"461";0;0;0;0;0;0;0;0;0;0;0;2
"462";0;0;0;0;0;0;0;0;0;0;0;2
"463";0;0;0;0;0;0;0;0;0;0;0;2
"464";0;0;0;0;0;0;0;0;0;0;0;2
"465";0;0;0;0;0;0;0;0;0;0;0;2
"466";0;0;0;0;0;0;0;0;0;0;0;2
"467";0;0;0;0;0;0;0;0;0;0;0;2
"468";0;0;0;0;0;0;0;0;0;0;0;1
"469";0;0;0;0;0;0;0;0;0;0;0;1
"470";0;0;0;0;0;0;0;0;0;0;0;1
"471";0;0;0;0;0;0;0;0;0;0;0;1
"472";0;0;0;0;0;0;0;0;0;0;0;2
"473";0;0;0;0;0;0;0;0;0;0;0;2
"474";0;0;0;0;0;0;0;0;0;0;0;2
"475";0;0;0;0;0;0;0;0;0;0;0;1
"476";0;0;0;0;0;0;0;0;0;0;0;2
"477";0;0;0;0;0;0;0;0;0;0;0;1
"478";0;0;0;0;0;0;0;0;0;0;0;1
"479";0;0;0;0;0;0;0;0;0;0;0;2
"480";0;0;0;0;0;0;0;0;0;0;0;2
"481";0;0;0;0;0;0;0;0;0;0;0;0
"482";0;0;0;0;0;0;0;0;0;0;0;0
"483";0;0;0;0;0;0;0;0;0;0;0;0
"484";0;0;0;0;0;0;0;0;0;0;0;0
"485";0;0;0;0;0;0;0;0;0;0;0;0
"486";0;0;0;0;0;0;0;0;0;0;0;0
"487";0;0;0;0;0;0;0;0;0;0;0;2
"488";0;0;0;0;0;0;0;0;0;0;0;2
"489";0;0;0;0;0;0;0;0;0;0;0;1
"490";0;0;0;0;0;0;0;0;0;0;0;2
"491";0;0;0;0;0;0;0;0;0;0;0;2
"492";0;0;0;0;0;0;0;0;0;0;0;0
"493";0;0;0;0;0;0;0;0;0;0;0;0
"494";0;0;0;0;0;0;0;0;0;0;0;0
"495";0;0;0;0;0;0;0;0;0;0;0;0
"496";0;0;0;0;0;0;0;0;0;0;0;0
"497";0;0;0;0;0;0;0;0;0;0;0;0
"498";0;0;0;0;0;0;0;0;0;0;0;2
"499";0;0;0;0;0;0;0;0;0;0;0;0
"500";0;0;0;0;0;0;0;0;0;0;0;0
"501";0;0;0;0;0;0;0;0;0;0;0;0
"502";0;0;0;0;0;0;0;0;0;0;0;0
"503";0;0;0;0;0;0;0;0;0;0;0;0
"504";0;0;0;0;0;0;0;0;0;0;0;0
"505";0;0;0;0;0;0;0;0;0;0;0;0
"506";0;0;0;0;0;0;0;0;0;0;0;0
"507";0;0;0;0;0;0;0;0;0;0;0;0
"508";0;0;0;0;0;0;0;0;0;0;0;0
"509";0;0;0;0;0;0;0;0;0;0;0;0
"510";0;0;0;0;0;0;0;0;0;0;0;0
"511";0;0;0;0;0;0;0;0;0;0;0;0
"512";0;0;0;0;0;0;0;0;0;0;0;0
"513";0;0;0;0;0;0;0;0;0;0;0;0
"514";0;0;0;0;0;0;0;0;0;0;0;0
