"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"*duree_00103100";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_6156750001";-6,915;6,238;6,152;-0,817;-0,984;-0,745
"*chaine_6ter";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*duree_00474200";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1536818001";-3,128;1,838;3,833;-0,369;-0,445;-0,337
"*duree_00270900";0;0;0;0;0;0
"*notice_3882741001";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"*notice_286087056";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"*duree_00063400";-1,248;-0,415;-0,603;-0,147;-0,178;29,843
"*audiencehomme_89";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*duree_00520800";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_343071028";-5,648;4,738;5,354;-0,667;-0,804;-0,609
"*audience_24";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"*annéededatediffusion_1998";4,069;-8,351;11,984;-2,963;-3,571;-2,703
"*duree_00070800";0,114;1,517;-0,603;-0,147;-0,178;-0,134
"*notice_360727007";0;0;0;0;0;0
"*duree_00095700";-1,203;-1,25;-0,142;-0,444;27,599;-0,405
"*audience_22";-9,307;0,51;-1,044;95,766;-2,913;-2,205
"*audiencefemme_128";3,676;-1,041;-0,028;-0,369;-0,445;-0,337
"*duree_00210800";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_71986102";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1162359011";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audience_25";-3,188;0,23;17,036;-1,801;-2,17;-1,643
"*audiencehomme_61";-6,915;0,008;21,479;-0,817;-0,984;-0,745
"*duree_00525100";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_1245206012";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_32080902";0;0;0;0;0;0
"*audience_2";-14,784;-0,025;59,163;-2,807;-3,382;-2,56
"*duree_00064000";-0,032;-0,624;-0,906;-0,221;-0,267;18,597
"*audience_0";0,169;-2,038;-4,573;-2,729;55,686;-2,489
"*audience_26";-11,067;7,41;-0,729;51,747;-3,194;-2,418
"*audience_4";2,274;-0,832;0,008;-0,295;-0,356;-0,269
"*audience_8";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*notice_340463008";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*notice_1192436014";0;0;0;0;0;0
"*notice_1254226017";-5,407;-0,025;-3,29;112,864;-2,262;-1,713
"*notice_1221065017";-9,307;0,51;-1,044;95,766;-2,913;-2,205
"*audiencehomme_82";3,044;-0,355;0,381;-1,268;-1,528;-1,157
"*notice_618162042";-1,248;-0,415;6,652;-0,147;-0,178;-0,134
"*duree_00063100";-3,128;-1,041;-1,512;-0,369;-0,445;74,789
"*annéededecennie_1990";-0,221;-2,23;82,059;-14,895;-17,948;-13,586
"*duree_00502500";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*duree_00062500";-1,248;-0,415;-0,603;-0,147;-0,178;29,843
"*notice_1284522012";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1284522013";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*chaine_MonteCarloTMC";-51,248;14,609;-16,502;490,399;-14,447;-10,936
"*duree_01495300";-1,609;1,813;5,541;-1,268;-1,528;-1,157
"*notice_4010937001";-3,435;27,967;-0,979;-0,742;-0,894;-0,677
"*notice_338089005";0;0;0;0;0;0
"*duree_01572800";1,027;0,985;1,316;-2,963;-3,571;-2,703
"*notice_818268001";-5,648;-1,88;30,104;-0,667;-0,804;-0,609
"*annéededatediffusion_2005";2,372;-0,068;0,537;-1,496;-1,803;-1,365
"*annéededatediffusion_2006";-1,854;10,317;1,428;-1,801;-2,17;-1,643
"*annéededatediffusion_2007";7,223;0,053;-0,943;-1,572;-1,894;-1,434
"*annéededatediffusion_2000";-0,88;-0,004;13,24;-1,801;-2,17;-1,643
"*annéededatediffusion_2001";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*annéededatediffusion_2002";-2,906;-4,216;36,94;-1,496;-1,803;-1,365
"*annéededatediffusion_2003";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"*annéededatediffusion_2008";-2,946;1,946;9,562;-0,597;-2,726;-2,064
"*annéededatediffusion_2009";-0,197;24,781;-3,177;-1,344;-1,62;-1,226
"*notice_340923007";0;0;0;0;0;0
"*duree_00554700";-1,248;-0,415;6,652;-0,147;-0,178;-0,134
"*annéededatediffusion_2018";-27,976;2,509;-3,309;-10,322;247,003;-9,414
"*notice_1057726064";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*duree_00235200";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*duree_01340300";-5,648;4,738;5,354;-0,667;-0,804;-0,609
"*duree_00093300";-1,874;-0,624;-0,906;-0,221;33,914;-0,202
"*notice_1172103001";-5,648;-1,88;30,104;-0,667;-0,804;-0,609
"*notice_5516512001";0;0;0;0;0;0
"*notice_6795508001";0,229;3,039;-1,209;-0,295;-0,356;-0,269
"*partdemarche_89";0;0;0;0;0;0
"*duree_01333500";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1198194014";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*partdemarche_83";0;0;0;0;0;0
"*partdemarche_82";0;0;0;0;0;0
"*annéededatediffusion_2011";4,26;1,165;-3,036;-0,742;-0,894;-0,677
"*partdemarche_87";17,763;-2,937;-2,038;-1,042;-1,256;-0,95
"*partdemarche_86";-1,874;0,552;0,175;3,302;-0,267;-0,202
"*audiencehomme_62";2,274;0,173;-1,209;-0,295;-0,356;-0,269
"*partdemarche_18";1,017;-0,624;-0,906;-0,221;-0,267;3,731
"*partdemarche_19";1,13;-1,88;-2,73;-0,667;-0,804;22,389
"*audience_28";12,991;-6,376;0,812;-2,263;-2,726;-2,064
"*partdemarche_17";-0,3;-2,091;-3,036;-0,742;-0,894;69,418
"*partdemarche_14";5,006;-4,002;-5,811;-1,42;-1,711;30,555
"*partdemarche_15";1,13;-0,235;-2,73;-0,667;-0,804;11,248
"*partdemarche_12";8,124;-0,053;-0,096;-2,885;-3,476;-0,89
"*partdemarche_13";14,087;-3,575;-5,191;-1,268;-1,528;3,771
"*partdemarche_10";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*partdemarche_11";7,864;-1,59;0,173;-4,235;-0,557;-1,953
"*duree_00402700";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*annéededatediffusion_2014";1,64;-2,733;16,927;-4,885;-5,886;-4,455
"*duree_00471500";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"*audience_14";0,114;-0,415;0,812;-0,147;-0,178;-0,134
"*audience_15";0,347;0,015;-1,806;30,729;-5,787;-4,381
"*partdemarche_178";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"*audience_17";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_5905674001";0,344;1,106;-0,142;-0,444;-0,535;-0,405
"*duree_00465400";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audience_12";-14,083;105,719;-2,633;-3,042;-3,665;-2,775
"*notice_364519007";0;0;0;0;0;0
"*partdemarche_07";-0,019;-4,002;-5,811;-1,42;78,052;-1,295
"*notice_2579461001";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"*audience_19";-0,304;0,173;0,008;2,069;-0,356;-0,269
"*partdemarche_175";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*duree_01390200";-5,648;-1,88;30,104;-0,667;-0,804;-0,609
"*duree_00244800";0;0;0;0;0;0
"*notice_4586949001";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*notice_6394432001";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*notice_1065362011";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_583377018";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*chaine_Gulli";2,106;-1,002;1,258;-1,042;-1,256;-0,95
"*audience_64";-0,882;-0,158;11,594;-1,117;-1,346;-1,019
"*publicgroupe_Plusdedouzeans";0,691;2,223;-0,286;-0,892;-1,074;-0,813
"*audience_66";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_00465100";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*notice_71438207";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_341175007";0;0;0;0;0;0
"*notice_341175006";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*duree_01010400";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*audiencefemme_85";-6,915;0,008;21,479;-0,817;-0,984;-0,745
"*notice_6794148001";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*duree_00511600";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_2975409001";-3,756;1,106;6,42;-0,444;-0,535;-0,405
"*audiencehomme_29";12,991;-6,376;0,812;-2,263;-2,726;-2,064
"*audiencehomme_26";-5,439;0,315;-1,363;85,103;-3,571;-2,703
"*audiencehomme_24";-0,918;-2,513;18,317;-0,892;-1,074;-0,813
"*audiencehomme_25";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*audiencehomme_22";0,34;0,835;1,125;-1,878;-2,262;-1,713
"*audiencefemme_89";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*audience_81";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"*audiencehomme_21";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audiencefemme_19";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"*audiencefemme_18";-2,643;-3,362;30,765;-1,193;-1,437;-1,088
"*notice_5480252001";0;-0,03;3,91;-0,967;-1,165;-0,882
"*notice_584296018";0,114;-0,415;0,812;-0,147;-0,178;-0,134
"*audiencefemme_13";-7,931;29,144;4,413;-3,914;-4,716;-3,57
"*audiencefemme_12";-19,222;3,268;46,899;-3,357;-4,045;-3,062
"*audiencefemme_11";-7,739;6,22;-3,765;67,178;-3,006;-2,276
"*audiencefemme_17";-10,739;0,003;27,554;-0,026;-1,528;-1,157
"*duree_00521400";-0,287;3,263;0,117;-0,518;-0,624;-0,473
"*audiencefemme_15";-23,435;20,704;-7,495;134,355;-5,493;-4,158
"*audiencefemme_14";-3,359;13,699;2,721;-2,34;-2,819;-2,134
"*duree_00445500";-3,128;1,838;3,833;-0,369;-0,445;-0,337
"*duree_00472900";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*partdemarche_31";-5,246;36,775;-2,228;-1,572;-1,894;0,379
"*partdemarche_426";0,44;-0,158;2,425;-1,117;-1,346;-1,019
"*audiencefemme_116";1,027;0,985;1,316;-2,963;-3,571;-2,703
"*chaine_NRJ12";8,058;-1,041;-1,512;-0,369;-0,445;-0,337
"*duree_01262100";-3,435;1,165;7,698;-0,742;-0,894;-0,677
"*duree_00425400";-4,701;2,349;-6,122;73,797;-1,803;-1,365
"*notice_550476001";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"*duree_00464000";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00102400";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_781122027";-7,7;51,464;-1,255;-1,268;-1,528;-1,157
"*duree_00232500";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_337967005";0;0;0;0;0;0
"*duree_00242000";-1,248;-0,415;6,652;-0,147;-0,178;-0,134
"*notice_1287763012";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1287763013";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00524400";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"*notice_536194069";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1057960062";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*duree_00221100";0;0;0;0;0;0
"*notice_446480033";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00274200";0;0;0;0;0;0
"*partdemarche_395";-6,915;0,008;21,479;-0,817;-0,984;-0,745
"*notice_6195467001";0,114;-0,415;0,812;-0,147;-0,178;-0,134
"*notice_1192436013";0;0;0;0;0;0
"*notice_189392001";-2,5;-0,832;13,325;-0,295;-0,356;-0,269
"*notice_338353005";0;0;0;0;0;0
"*duree_00100200";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*duree_00102100";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*partdemarche_16";0,059;-1,46;-0,311;-0,518;-0,624;15,969
"*notice_4202382001";-0,065;1,106;0,352;-0,444;-0,535;-0,405
"*notice_2954287001";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00383500";-5,407;-0,025;-3,29;112,864;-2,262;-1,713
"*audiencefemme_23";0;-0,03;3,91;-0,967;-1,165;-0,882
"*duree_00101300";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_1056738059";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*duree_00215000";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00102900";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_714248058";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_1137894018";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*partdemarche_51";0,114;-0,415;0,812;-0,147;-0,178;-0,134
"*partdemarche_56";-10,476;2,122;-1,4;88,498;-3,1;-2,347
"*partdemarche_55";0;0;0;0;0;0
"*duree_00492800";-1,248;-0,415;6,652;-0,147;-0,178;-0,134
"*duree_00211700";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_89320607";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*partdemarche_135";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*partdemarche_132";-1,729;-1,46;15,493;-0,518;-0,624;-0,473
"*partdemarche_133";-14,784;-0,025;59,163;-2,807;-3,382;-2,56
"*audiencefemme_63";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*duree_00210400";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1071804013";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1056951012";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*partdemarche_138";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*notice_5516514001";0;0;0;0;0;0
"*duree_00532500";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_01164200";-2,17;-3,149;27,592;-1,117;-1,346;-1,019
"*duree_00510300";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"*duree_00151500";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*duree_01131900";-3,756;1,106;6,42;-0,444;-0,535;-0,405
"*chaine_France2";-25,911;2,037;181,131;-22,699;-27,351;-20,704
"*duree_00465800";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_02034200";0,055;-0,002;2,337;-0,892;-1,074;-0,813
"*chaine_France5";0;47,745;-4,67;-4,64;-5,591;-4,232
"*chaine_France4";-84,134;-43,866;-68,744;-17,549;571,772;419,695
"*duree_00094400";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_1241454011";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_1241454012";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_1275269001";1,027;0,985;1,316;-2,963;-3,571;-2,703
"*duree_00101400";-7,549;-2,513;-3,649;-0,892;136,649;-0,813
"*notice_1056738058";-1,874;-0,624;-0,906;-0,221;33,914;-0,202
"*duree_00511900";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*partdemarche_186";-5,648;-1,88;30,104;-0,667;-0,804;-0,609
"*partdemarche_221";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"*duree_00461200";0,114;-0,415;-0,603;-0,147;-0,178;6,493
"*partdemarche_224";-0,003;-1,67;7,011;-0,593;-0,714;-0,54
"*duree_00102800";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*duree_00462600";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*publicgroupe_Présencedunpublicinsitu";-79,11;67,432;45,235;91,027;-68,741;-52,036
"*duree_00351300";-6,915;6,238;6,152;-0,817;-0,984;-0,745
"*audience_58";0,344;-0,001;0,352;-0,444;-0,535;-0,405
"*audience_59";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*duree_00464700";2,274;-0,832;0,008;-0,295;-0,356;-0,269
"*notice_1242451012";0,229;-0,832;1,627;-0,295;-0,356;-0,269
"*duree_00094900";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*audience_51";2,274;0,173;-1,209;-0,295;-0,356;-0,269
"*audience_57";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*audience_07";-18,373;9,782;35,702;-4,235;-5,103;-3,863
"*audiencehomme_107";1,027;0,985;1,316;-2,963;-3,571;-2,703
"*duree_00101900";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*audiencefemme_135";-3,128;1,838;3,833;-0,369;-0,445;-0,337
"*duree_00525700";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_1465518016";0,114;1,517;-0,603;-0,147;-0,178;-0,134
"*audiencehomme_56";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"*audiencehomme_54";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_1106019016";-12,45;6,251;-1,46;67,06;-2,633;-1,993
"*audiencehomme_52";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*audiencehomme_51";0,44;-0,158;2,425;-1,117;-1,346;-1,019
"*duree_00220600";0;0;0;0;0;0
"*audience_03";44,754;-24,966;-38,114;-10,688;0,229;63,207
"*notice_2100570001";-2,5;-0,832;13,325;-0,295;-0,356;-0,269
"*duree_00093400";-1,874;-0,624;-0,906;-0,221;33,914;-0,202
"*audiencefemme_41";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*genregroupe_Magazine";-155,963;96,8;191,944;71,048;-133,954;-101,402
"*duree_00064400";-1,874;-0,624;-0,906;-0,221;-0,267;44,801
"*audiencefemme_47";-0,07;-3,575;16,737;-1,268;-1,528;-1,157
"*audiencefemme_49";-0,287;3,263;0,117;-0,518;-0,624;-0,473
"*partdemarche_297";-2,17;-3,149;27,592;-1,117;-1,346;-1,019
"*notice_1204090015";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1136697019";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*partdemarche_293";14,544;-0,666;-3,649;-0,892;-1,074;-0,813
"*duree_00470500";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"*duree_02492000";-3,478;46,752;-4,264;-1,042;-1,256;-0,95
"*duree_00504100";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00063500";-1,916;-2,302;-3,342;-0,817;-0,984;107,404
"*notice_1085900017";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1085900016";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*mediamatgroupe_Variétésdivertissement";-12,303;0,024;41,302;-0,777;-3,006;-2,276
"*annéededatediffusion_2004";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"*duree_00230500";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1084793017";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00471700";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audiencefemme_96";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_01102700";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"*duree_00510500";14,544;-0,666;-3,649;-0,892;-1,074;-0,813
"*notice_1295536012";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_00493900";0;0;0;0;0;0
"*notice_1131352113";-1,248;1,517;0,812;-0,147;-0,178;-0,134
"*duree_00063700";-1,248;-0,415;-0,603;-0,147;-0,178;29,843
"*duree_00112600";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1075020011";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1075020012";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1278024012";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*audiencehomme_122";14,544;-0,666;-3,649;-0,892;-1,074;-0,813
"*notice_75677002";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*annéededatediffusion_2019";-31,891;-0,297;-31,221;-8,972;-10,811;822,931
"*genregroupe_Longmétrage";2,274;0,173;-1,209;-0,295;-0,356;-0,269
"*annéededatediffusion_2013";12,924;-1,67;-2,425;-0,593;-0,714;-0,54
"*annéededatediffusion_2012";10,17;-0,053;-0,096;-2,885;-3,476;-2,631
"*duree_00470200";14,551;-1,88;-2,73;-0,667;-0,804;-0,609
"*annéededatediffusion_2010";1,817;2,027;0,141;-2,963;-3,571;-2,703
"*duree_00464900";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*annéededatediffusion_2016";2,904;-0,006;0,214;-2,263;-2,726;-0,456
"*annéededatediffusion_2015";6,038;-2,028;1,304;-2,108;-2,54;-1,923
"*notice_4268111001";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*notice_1056039067";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_1056039066";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_5681413001";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*notice_527261072";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audiencehomme_14";-31,904;33,384;8,809;9,734;-9,227;-6,985
"*notice_4352564001";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_5918167001";-2,281;11,626;0,016;-0,593;-0,714;-0,54
"*duree_01060400";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"*duree_00063200";-1,874;-0,624;-0,906;-0,221;-0,267;44,801
"*duree_00531700";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audience_101";1,027;0,985;1,316;-2,963;-3,571;-2,703
"*notice_3631215001";-1,874;0,552;0,175;3,302;-0,267;-0,202
"*notice_5012822001";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*partdemarche_01";0,141;1,663;-0,004;-0,667;-0,804;-0,609
"*partdemarche_03";-2,939;-2,725;-3,956;-0,967;102,684;-0,882
"*partdemarche_02";5,15;-1,25;-0,142;-0,444;-0,535;-0,405
"*partdemarche_05";-1,499;-2,711;-1,344;-1,725;60,72;-0,15
"*partdemarche_04";0,44;-3,149;-4,573;-1,117;41,44;-1,019
"*duree_01481700";-1,302;-2,725;21,36;-0,967;-1,165;-0,882
"*partdemarche_06";0,065;-5,724;-8,312;-2,031;96,384;-1,853
"*partdemarche_09";3,095;0,001;-2,861;-3,994;2,05;-0,025
"*partdemarche_08";9,125;-4,109;-7,348;-2,963;8,232;0,134
"*annéededatediffusion_2017";-5,379;11,601;11,204;-3,994;-4,813;-3,643
"*duree_00462900";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_01063900";17,763;-2,937;-2,038;-1,042;-1,256;-0,95
"*audience_06";22,727;-2,937;-4,264;-1,042;-1,256;-0,95
"*audiencehomme_142";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*audience_04";32,688;-16,193;-25,258;-7,485;0,018;38,752
"*duree_00465600";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audience_02";0,546;-2,108;-18,157;-5,708;3,197;74,829
"*audience_01";-6,32;-3,618;-16,082;-9,687;266,419;-0,037
"*duree_01194000";-0,61;18,923;-2,425;-0,593;-0,714;-0,54
"*duree_00201300";0;0;0;0;0;0
"*notice_1852443003";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*partdemarche_143";-0,065;1,106;0,352;-0,444;-0,535;-0,405
"*audience_09";-5,105;1,232;18,614;-2,108;-2,54;-1,923
"*duree_00303400";-1,729;-1,46;15,493;-0,518;-0,624;-0,473
"*annéededecennie_2000";-2,47;6,67;40,861;-12,117;-17,47;-13,224
"*partdemarche_265";-1,248;1,517;0,812;-0,147;-0,178;-0,134
"*notice_1285623012";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_01181900";8,212;-0,124;-2,425;-0,593;-0,714;-0,54
"*partdemarche_109";0;-0,03;3,91;-0,967;-1,165;-0,882
"*duree_01103200";-0,019;-2,302;10,229;-0,817;-0,984;-0,745
"*partdemarche_463";2,274;-0,832;0,008;-0,295;-0,356;-0,269
"*notice_762891005";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*audiencehomme_117";2,274;0,173;-1,209;-0,295;-0,356;-0,269
"*notice_550512022";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*notice_6050608001";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*duree_00472000";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00530600";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*duree_00462300";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1054792058";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_715430059";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*notice_715430058";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*duree_00454600";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*partdemarche_318";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*duree_00465300";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"*duree_00215400";6,441;-0,832;-1,209;-0,295;-0,356;-0,269
"*audiencefemme_79";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"*duree_00381700";0,141;1,663;-0,004;-0,667;-0,804;-0,609
"*notice_6112318001";-8,822;3,42;13,473;-1,042;-1,256;-0,95
"*duree_01000000";-9,307;0,51;-1,044;95,766;-2,913;-2,205
"*notice_4337499001";2,274;-0,832;0,008;-0,295;-0,356;-0,269
"*audiencefemme_76";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"*notice_360911007";0;0;0;0;0;0
"*audiencefemme_08";1,606;-0,208;-0,301;-0,074;-0,089;-0,067
"*audiencefemme_09";-6,281;3,691;7,698;-0,742;-0,894;-0,677
"*audiencefemme_04";61,109;-4,913;-13,415;-3,278;-3,95;-2,99
"*audiencefemme_05";4,823;6,821;-2,633;-3,042;-3,665;-2,775
"*notice_714382069";-2,5;-0,832;-1,209;-0,295;45,255;-0,269
"*audiencefemme_07";0,924;-1,36;3,869;-1,193;-1,437;-1,088
"*notice_6045537001";-1,248;9,659;-0,603;-0,147;-0,178;-0,134
"*audiencefemme_01";-13,061;-13,918;-44,4;-13,616;228,006;130,853
"*audiencefemme_02";9,649;-6,858;-24,057;-10,23;0,393;80,797
"*audiencefemme_03";102,811;-13,178;-16,15;-6,378;-7,685;-3,758
"*notice_592467056";0,114;-0,415;0,812;-0,147;-0,178;-0,134
"*duree_00394600";-6,281;3,691;7,698;-0,742;-0,894;-0,677
"*duree_00524700";9,677;-1,25;-1,816;-0,444;-0,535;-0,405
"*notice_1069413011";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_1069413012";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*duree_00063600";-5,017;-1,67;-2,425;-0,593;-0,714;119,953
"*duree_00535800";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_32129502";0;0;0;0;0;0
"*duree_00473100";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"*notice_762702005";3,215;-0,415;-0,603;-0,147;-0,178;-0,134
"*notice_720867025";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
